EventTime,EventReceivedTime,Date,Hour,DayOfWeek,MonthYear,Hostname,Keywords,EventType,SeverityValue,Severity,EventID,SourceName,ProviderGuid,Version,Task,OpcodeValue,RecordNumber,ProcessID,ThreadID,Channel,Domain,AccountName,UserID,AccountType,LogonType,IpAddress,IpPort,DeviceInstanceId,DeviceCount,Opcode,SourceModuleType,Message
2025-03-03 11:00:00,2025-03-03 11:00:11,2025-03-03,11,Monday,Mar-2025,DESKTOP-RKJA15K,4611686018427387924,WARNING,3,WARNING,2010,Microsoft-Windows-TerminalServices-LocalSessionManager,6e92ce81-1fa9-440e-9cd6-addf6b60bbc0,0,9,2,139802,6128,8229,Application,,doris,3223,User,,5.95.74.142,4394,65142,3,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-02-25 09:00:00,2025-02-25 09:00:17,2025-02-25,9,Tuesday,Feb-2025,DESKTOP-RKJA15K,72057594037927936,AUDIT_SUCCESS,2,INFO,16,igfxCUIService2.0.0.0,93209703-abee-41d3-8e17-de349ba3a642,0,9648,0,327862,4849,8283,Application,DESKTOP-RKJA15K,doris,8200,User,131072,12.73.82.47,12974,30896,4,Info,im_msvistalog,Application services.exe performed an action.
2025-01-07 14:00:00,2025-01-07 14:00:04,2025-01-07,14,Tuesday,Jan-2025,DESKTOP-RKJA15K,72057594037927936,AUDIT_SUCCESS,3,INFO,1042,PowerShell,118df7b2-85b1-4bbc-ad8d-321dfc16fb14,0,12548,0,553757,5462,2959,Application,NT AUTHORITY,Robot,7572,User,,141.179.19.198,14866,93210,4,Info,im_msvistalog,Application opera.exe performed an action.
2025-02-03 13:00:00,2025-02-03 13:00:16,2025-02-03,13,Monday,Feb-2025,DESKTOP-RKJA15K,2305843009213759488,INFO,4,INFO,2024,Microsoft-Windows-Security-Auditing,0dbeccd5-ece5-408d-8874-ab890628789c,0,3012,0,605435,1365,3194,Microsoft-Windows-Windows Firewall With Advanced Security/Firewall,,doris,9178,User,,186.154.241.45,47877,83764,3,Info,im_msvistalog,Application trojan.exe performed an action.
2025-01-31 12:00:00,2025-01-31 12:00:21,2025-01-31,12,Friday,Jan-2025,DESKTOP-RKJA15K,576460752303423488,INFO,2,INFO,62170,Microsoft-Windows-PushNotifications-Platform,39488196-d229-4768-a928-63616d556b59,0,0,0,383385,4934,7493,Microsoft-Windows-SMBServer/Operational,DESKTOP-RKJA15K,doris,7567,User,,3.62.252.29,56244,97047,8,Start,im_msvistalog,Application opera.exe performed an action.
2025-01-27 11:00:00,2025-01-27 11:00:30,2025-01-27,11,Monday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,VERBOSE,2,INFO,647,Microsoft-Windows-Kernel-PnP,d23d33cc-4be2-4a15-8a40-6736d48ad5d1,3,0,0,417217,1241,4549,Microsoft-Windows-PushNotification-Platform/Operational,DESKTOP-RKJA15K,doris,4206,User,,103.113.253.66,37949,36382,2,Info,im_msvistalog,Application chrome.exe performed an action.
2025-01-30 16:00:00,2025-01-30 16:00:21,2025-01-30,16,Thursday,Jan-2025,DESKTOP-RKJA15K,2306124492780339200,INFO,2,INFO,4,Microsoft-Windows-StateRepository,1b959897-8910-45aa-a3ce-2d837914622b,0,24012,0,669398,3547,2865,Microsoft-Windows-PushNotification-Platform/Operational,,doris,4146,User,,147.147.43.143,38149,69768,4,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-14 15:00:00,2025-01-14 15:00:17,2025-01-14,15,Tuesday,Jan-2025,DESKTOP-RKJA15K,4611686018427387905,INFO,4,INFO,1262,PowerShell,6ca843bc-92a8-4818-84aa-51cd5dd135b1,0,0,0,397882,9038,6471,Microsoft-Windows-Kernel-PnP/Device Management,NT AUTHORITY,doris,8405,User,,68.29.71.9,36623,59675,3,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-17 14:00:00,2025-01-17 14:00:05,2025-01-17,14,Friday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,WARNING,16,Microsoft-Windows-Security-Auditing,6de7c1f4-f686-4c2b-83cc-f0646c99b8c6,0,24010,1,500786,5464,6589,Microsoft-Windows-Shell-Core/Operational,DESKTOP-RKJA15K,doris,2685,User,,73.81.52.46,59011,51720,6,Info,im_msvistalog,Application opera.exe performed an action.
2025-02-07 17:00:00,2025-02-07 17:00:24,2025-02-07,17,Friday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,WARNING,2,INFO,403,Microsoft-Windows-Security-Auditing,329ea65c-303d-45d8-ae27-1d0d4fccd396,0,13826,0,153322,9742,8504,Microsoft-Windows-Winlogon/Operational,,Robot,3894,User,,142.21.82.120,58858,27786,8,Info,im_msvistalog,Application chrome.exe performed an action.
2025-01-20 12:00:00,2025-01-20 12:00:27,2025-01-20,12,Monday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,INFO,16384,Microsoft-Windows-Security-Auditing,5b065704-795e-4e03-a29d-b3c9c436cb83,2,0,14,459464,7917,9730,Application,NT AUTHORITY,doris,2859,User,,153.184.55.233,43492,27631,7,Info,im_msvistalog,Application trojan.exe performed an action.
2025-02-10 10:00:00,2025-02-10 10:00:24,2025-02-10,10,Monday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,ERROR,1002,Microsoft-Windows-Security-Auditing,66759944-a39e-4012-abd7-626176f499b2,0,2,0,210529,5623,9052,Microsoft-Windows-Bits-Client/Operational,,Robot,5810,,,77.102.12.59,12979,93940,8,Start,im_msvistalog,Application svchost.exe performed an action.
2025-02-11 16:00:00,2025-02-11 16:00:25,2025-02-11,16,Tuesday,Feb-2025,DESKTOP-RKJA15K,576460752303423488,INFO,2,INFO,1040,Microsoft-Windows-Bits-Client,1d087e65-a2e2-43b1-95d2-e5f72b75d3d4,0,0,130,287055,5636,5122,Microsoft-Windows-Bits-Client/Operational,DESKTOP-RKJA15K,doris,4707,User,,129.53.16.124,59380,85257,3,Info,im_msvistalog,Application opera.exe performed an action.
2025-02-20 11:00:00,2025-02-20 11:00:03,2025-02-20,11,Thursday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,10000,Microsoft-Windows-WMI-Activity,b4068848-74d0-4082-9973-b33af3cd25ba,0,0,0,368203,9438,6770,Microsoft-Windows-Diagnosis-PCW/Operational,,Robot,6183,User,,6.199.213.125,14393,14932,2,Info,im_msvistalog,Application svchost.exe performed an action.
2025-01-30 13:00:00,2025-01-30 13:00:29,2025-01-30,13,Thursday,Jan-2025,DESKTOP-RKJA15K,-9223372036854775808,INFO,2,WARNING,15,Microsoft-Windows-WMI-Activity,7268f31a-e0fc-40e7-a4a6-63b524cd4d1a,0,13824,0,309089,3587,9272,Application,,Robot,4891,Well Known Group,,74.106.49.119,2854,73810,6,Info,im_msvistalog,Application svchost.exe performed an action.
2025-03-06 10:00:00,2025-03-06 10:00:15,2025-03-06,10,Thursday,Mar-2025,DESKTOP-RKJA15K,36028797018963968,INFO,1,INFO,4799,Microsoft-Windows-RestartManager,d3a793f2-80f8-423a-948a-83977b7a7fea,0,13826,0,303807,5810,3742,Microsoft-Windows-PCI/Operational,NT AUTHORITY,Robot,8471,User,,220.221.231.8,16473,79455,4,Info,im_msvistalog,Application winlogon.exe performed an action.
2025-02-20 14:00:00,2025-02-20 14:00:25,2025-02-20,14,Thursday,Feb-2025,DESKTOP-RKJA15K,72057594037927936,INFO,2,INFO,301,Microsoft-Windows-Store,6f992d6e-88dc-431d-9b1e-ec0e468014f9,0,101,0,378427,7658,4896,Microsoft-Windows-Store/Operational,NT AUTHORITY,doris,3550,,,147.114.223.80,41620,12557,6,Info,im_msvistalog,Application None performed an action.
2025-01-22 10:00:00,2025-01-22 10:00:07,2025-01-22,10,Wednesday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,AUDIT_SUCCESS,2,INFO,4799,Microsoft-Windows-UniversalTelemetryClient,47000c6b-c1fc-41c1-8005-2caad48ba073,0,0,0,468091,8235,4081,Microsoft-Windows-Kernel-PnP/Device Management,NT AUTHORITY,doris,5330,User,,89.84.52.210,8774,95413,9,,im_msvistalog,Application malware.exe performed an action.
2025-02-03 12:00:00,2025-02-03 12:00:19,2025-02-03,12,Monday,Feb-2025,DESKTOP-RKJA15K,4611686018427387904,ERROR,2,INFO,4672,Microsoft-Windows-Security-Auditing,92088b81-29ab-45cd-9151-b22f72f510c5,0,0,0,422810,3529,5749,Microsoft-Windows-Diagnosis-PCW/Operational,NT AUTHORITY,doris,1312,User,,191.100.202.134,32260,23341,10,Info,im_msvistalog,Application svchost.exe performed an action.
2025-01-29 17:00:00,2025-01-29 17:00:11,2025-01-29,17,Wednesday,Jan-2025,DESKTOP-RKJA15K,4611686018429485056,VERBOSE,2,INFO,170,Microsoft-Windows-SMBServer,0cda5925-c141-4724-a1e8-3f47edfcce8b,0,13826,0,954695,9043,8980,Microsoft-Windows-Dhcp-Client/Admin,DESKTOP-RKJA15K,Robot,4684,User,,36.60.161.251,8105,35499,7,Info,im_msvistalog,Application None performed an action.
2025-01-02 10:00:00,2025-01-02 10:00:21,2025-01-02,10,Thursday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,WARNING,2,WARNING,8011,Microsoft-Windows-PushNotifications-Platform,00f47cb8-1639-4429-bb0a-07b3881d54e4,0,0,1,359130,1265,7046,Microsoft-Windows-Perflib/Operational,,doris,5309,User,,197.114.130.57,43645,69102,10,Info,im_msvistalog,Application svchost.exe performed an action.
2025-01-17 13:00:00,2025-01-17 13:00:21,2025-01-17,13,Friday,Jan-2025,DESKTOP-RKJA15K,-9223372036854775808,ERROR,1,INFO,8001,Microsoft-Windows-Ntfs,8624a86f-97d1-4494-8dd9-d0ccb5dd1f6b,0,0,0,172504,5453,6120,Microsoft-Windows-Shell-Core/Operational,NT AUTHORITY,doris,2348,User,,126.248.165.82,1523,19959,9,Info,im_msvistalog,Application opera.exe performed an action.
2025-01-03 13:00:00,2025-01-03 13:00:05,2025-01-03,13,Friday,Jan-2025,DESKTOP-RKJA15K,-9223372036749918208,INFO,2,INFO,103,Microsoft-Windows-WMI-Activity,3013b637-df42-4824-848f-8affa28c9b3c,0,0,14,603527,5537,1221,Microsoft-Windows-Kernel-ShimEngine/Operational,NT AUTHORITY,Robot,6889,User,,212.166.23.11,55888,75373,5,Info,im_msvistalog,Application malware.exe performed an action.
2025-01-24 11:00:00,2025-01-24 11:00:07,2025-01-24,11,Friday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,WARNING,4799,PowerShell,37200570-0828-464d-b92b-cfec77565b01,3,1,0,153900,4705,6850,Security,NT AUTHORITY,doris,5971,User,,32.144.92.28,34773,24743,10,ResvUrlV2,im_msvistalog,Application opera.exe performed an action.
2025-02-11 09:00:00,2025-02-11 09:00:05,2025-02-11,9,Tuesday,Feb-2025,DESKTOP-RKJA15K,-9223372036854775807,AUDIT_SUCCESS,4,INFO,1268,Microsoft-Windows-PushNotifications-Platform,38e20152-f84e-42a0-bd17-5c1b9db51f3f,0,0,2,214133,3415,4006,Application,,Robot,5101,User,,56.77.157.12,50370,62842,9,Info,im_msvistalog,Application opera.exe performed an action.
2025-01-30 10:00:00,2025-01-30 10:00:25,2025-01-30,10,Thursday,Jan-2025,DESKTOP-RKJA15K,-9223372036749918208,INFO,2,INFO,16394,Microsoft-Windows-Kernel-General,1ca962e3-8947-40a3-83bd-9e660411f341,0,0,0,998846,8900,6338,Microsoft-Windows-GroupPolicy/Operational,,doris,7018,,,69.252.22.68,58534,83532,8,Info,im_msvistalog,Application trojan.exe performed an action.
2025-02-17 15:00:00,2025-02-17 15:00:06,2025-02-17,15,Monday,Feb-2025,DESKTOP-RKJA15K,-9223372036850581504,WARNING,2,INFO,10001,Microsoft-Windows-Security-Auditing,26aab235-3275-46e0-81b3-4e3dba36c1cb,0,0,0,556312,7683,2907,Microsoft-Windows-Winlogon/Operational,DESKTOP-RKJA15K,doris,4486,,196608,202.59.26.175,12083,55918,8,Start,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-01-23 09:00:00,2025-01-23 09:00:08,2025-01-23,9,Thursday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,11707,Microsoft-Windows-Security-Auditing,5b60f3f4-7afc-4298-a32d-b48ba368c0c6,0,811,0,992719,1332,7652,Microsoft-Windows-Dhcp-Client/Admin,DESKTOP-RKJA15K,Robot,7896,User,,124.94.2.170,59900,58577,9,Info,im_msvistalog,Application None performed an action.
2025-01-31 13:00:00,2025-01-31 13:00:15,2025-01-31,13,Friday,Jan-2025,DESKTOP-RKJA15K,4611686018427387905,INFO,4,INFO,0,Microsoft-Windows-Security-Auditing,ff7ebaa4-eecc-4988-afc2-e6799bbb666d,0,0,0,351173,2053,1899,Microsoft-Windows-WMI-Activity/Operational,,doris,8007,User,,60.248.143.246,42710,84481,9,Info,im_msvistalog,Application None performed an action.
2025-02-05 09:00:00,2025-02-05 09:00:18,2025-02-05,9,Wednesday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,AUDIT_SUCCESS,3,INFO,42,Microsoft-Windows-Store,25e603e0-4947-4747-83f3-1fc86c348a87,1,2002,0,105432,3546,2050,Microsoft-Windows-Kernel-PnP/Device Management,NT AUTHORITY,Robot,8030,User,,211.71.130.70,5948,42085,9,Info,im_msvistalog,Application chrome.exe performed an action.
2025-03-03 16:00:00,2025-03-03 16:00:17,2025-03-03,16,Monday,Mar-2025,DESKTOP-RKJA15K,-9223372036317904896,AUDIT_SUCCESS,2,INFO,1040,Microsoft-Windows-Security-SPP,7d093467-db55-46a7-8761-b192eca7ce2e,0,0,1,391235,8094,7963,Microsoft-Windows-SMBServer/Operational,NT AUTHORITY,Robot,5296,User,,194.185.211.45,4722,18308,8,Info,im_msvistalog,Application opera.exe performed an action.
2025-01-15 12:00:00,2025-01-15 12:00:17,2025-01-15,12,Wednesday,Jan-2025,DESKTOP-RKJA15K,-9223336852482686720,INFO,2,INFO,4799,Microsoft-Windows-Kernel-PnP,a5d4a7b5-6432-41bc-80e4-041f6b4270da,0,8001,0,623512,1930,4357,Microsoft-Windows-Winlogon/Operational,NT AUTHORITY,Robot,2300,Well Known Group,,37.182.147.55,42019,84195,6,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-01-17 14:00:00,2025-01-17 14:00:11,2025-01-17,14,Friday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,WARNING,6000,Microsoft-Windows-Kernel-PnP,9ae018cc-9f00-4908-b031-de34080060ca,0,0,0,867242,1374,9865,Microsoft-Windows-AppXDeploymentServer/Operational,,doris,1773,User,,89.21.108.142,14389,50233,3,Info,im_msvistalog,Application chrome.exe performed an action.
2025-01-22 15:00:00,2025-01-22 15:00:24,2025-01-22,15,Wednesday,Jan-2025,DESKTOP-RKJA15K,4611686018695823360,AUDIT_SUCCESS,2,INFO,1033,Microsoft-Windows-RestartManager,a4b92b30-ec20-496b-8a3c-0fd042f6e2dc,0,3019,0,930626,1349,3167,Application,DESKTOP-RKJA15K,Robot,5061,,131072,68.18.115.111,25151,36629,5,Info,im_msvistalog,Application services.exe performed an action.
2025-02-11 13:00:00,2025-02-11 13:00:24,2025-02-11,13,Tuesday,Feb-2025,DESKTOP-RKJA15K,4611686018427387905,INFO,2,WARNING,1042,Microsoft-Windows-Power-Troubleshooter,6ba59992-0813-4995-b940-aa48ea56be96,0,13312,0,606879,7063,1460,Security,DESKTOP-RKJA15K,Robot,1528,,,72.119.7.168,2136,25317,10,Info,im_msvistalog,Application opera.exe performed an action.
2025-03-07 09:00:00,2025-03-07 09:00:26,2025-03-07,9,Friday,Mar-2025,DESKTOP-RKJA15K,36028797018963968,AUDIT_SUCCESS,2,INFO,5857,MsiInstaller,31dc871e-32bb-4562-a6ff-b16d26c5b077,0,0,0,521315,2158,3682,Security,NT AUTHORITY,doris,8436,,,55.34.43.239,6859,72670,3,Info,im_msvistalog,Application winlogon.exe performed an action.
2025-01-22 09:00:00,2025-01-22 09:00:19,2025-01-22,9,Wednesday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,VERBOSE,4,INFO,104,Microsoft-Windows-Security-Auditing,e289108b-2696-4bf4-a639-c38e80da2689,0,0,21,732339,5287,6840,Microsoft-Windows-Ntfs/Operational,DESKTOP-RKJA15K,doris,9739,User,,46.95.138.187,14758,93591,5,,im_msvistalog,Application trojan.exe performed an action.
2025-02-26 10:00:00,2025-02-26 10:00:22,2025-02-26,10,Wednesday,Feb-2025,DESKTOP-RKJA15K,-9223354444668731392,AUDIT_SUCCESS,2,INFO,10001,Microsoft-Windows-PushNotifications-Platform,5565d930-9725-4341-9b32-eb86a33b4ea8,0,0,0,832490,8790,8568,Microsoft-Windows-SmbClient/Connectivity,NT AUTHORITY,Robot,3729,User,,208.208.52.124,15786,38587,8,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-01-03 10:00:00,2025-01-03 10:00:30,2025-01-03,10,Friday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,VERBOSE,2,INFO,4799,Microsoft-Windows-Shell-Core,1f4e0633-d6dd-4b3e-b515-ebdd12ee15f1,0,5,0,696398,6936,2228,Application,,Robot,9800,User,,10.93.196.13,2127,86301,3,Info,im_msvistalog,Application None performed an action.
2025-01-31 17:00:00,2025-01-31 17:00:12,2025-01-31,17,Friday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,DEBUG,5858,Microsoft-Windows-Shell-Core,5c87c291-54fb-4005-b8ba-40e354e0ced8,0,0,2,353293,9460,6507,Microsoft-Windows-PushNotification-Platform/Operational,NT AUTHORITY,Robot,4811,User,,25.220.236.96,62679,82337,2,Info,im_msvistalog,Application services.exe performed an action.
2025-03-07 11:00:00,2025-03-07 11:00:23,2025-03-07,11,Friday,Mar-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,WARNING,1042,Microsoft-Windows-TerminalServices-LocalSessionManager,5bc6d075-e71c-4100-b46b-cb91cfccc85c,0,62170,0,614183,7523,4247,Microsoft-Windows-PushNotification-Platform/Operational,,doris,8279,,,34.233.9.9,49690,65411,6,Info,im_msvistalog,Application services.exe performed an action.
2025-02-28 15:00:00,2025-02-28 15:00:23,2025-02-28,15,Friday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,4,ERROR,1042,Microsoft-Windows-WMI-Activity,e61d7761-4cc4-4882-9ca7-b5f114987ae8,0,0,0,523120,5421,6970,Microsoft-Windows-AppxPackaging/Operational,DESKTOP-RKJA15K,Robot,3026,User,,149.216.125.242,65476,49521,5,Info,im_msvistalog,Application svchost.exe performed an action.
2025-03-03 09:00:00,2025-03-03 09:00:15,2025-03-03,9,Monday,Mar-2025,DESKTOP-RKJA15K,36028797018963968,ERROR,2,INFO,811,Microsoft-Windows-WLAN-AutoConfig,a84b66e7-3a54-408c-b9ee-bac12dda6b01,0,1,1,362627,7328,5384,Microsoft-Windows-WindowsUpdateClient/Operational,NT AUTHORITY,doris,3688,,,44.95.144.112,54487,34631,3,Info,im_msvistalog,Application None performed an action.
2025-02-20 12:00:00,2025-02-20 12:00:18,2025-02-20,12,Thursday,Feb-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,1040,MsiInstaller,f60f9b44-0398-4623-98ff-2781052e6228,0,9648,0,851595,1208,2705,Microsoft-Windows-WMI-Activity/Operational,,doris,8213,User,,176.62.54.68,11344,10909,10,Info,im_msvistalog,Application chrome.exe performed an action.
2025-02-04 14:00:00,2025-02-04 14:00:14,2025-02-04,14,Tuesday,Feb-2025,DESKTOP-RKJA15K,4611686018427387920,INFO,2,INFO,400,Microsoft-Windows-HttpEvent,baca4312-3b9b-4d91-a24a-c0030bf3c564,0,0,0,925061,9572,1710,Microsoft-Windows-GroupPolicy/Operational,NT AUTHORITY,Robot,7790,Well Known Group,,179.157.124.28,48577,78612,6,Info,im_msvistalog,Application None performed an action.
2025-02-18 11:00:00,2025-02-18 11:00:14,2025-02-18,11,Tuesday,Feb-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,INFO,4799,Microsoft-Windows-Security-Auditing,353b1480-0846-41ce-8e36-884c855148b8,0,3019,1,428675,1913,5760,Microsoft-Windows-Winlogon/Operational,,Robot,4578,,,90.1.193.116,7882,30890,6,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-01-24 10:00:00,2025-01-24 10:00:24,2025-01-24,10,Friday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,4,INFO,1040,Microsoft-Windows-Security-Auditing,b81b7f93-72bb-4aa9-80a2-c21cbc0ad10b,0,0,0,998788,9980,3718,Microsoft-Windows-Dhcp-Client/Admin,DESKTOP-RKJA15K,doris,8374,User,,3.173.140.183,11752,66375,7,Info,im_msvistalog,Application winlogon.exe performed an action.
2025-01-09 11:00:00,2025-01-09 11:00:29,2025-01-09,11,Thursday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,INFO,4,INFO,1071,Microsoft-Windows-PushNotifications-Platform,76671955-7599-427a-bf4c-4220c9b07d96,0,6004,0,829085,9243,4671,Application,NT AUTHORITY,Robot,4081,User,,147.247.38.139,50893,57483,1,Info,im_msvistalog,Application services.exe performed an action.
2025-01-13 15:00:00,2025-01-13 15:00:02,2025-01-13,15,Monday,Jan-2025,DESKTOP-RKJA15K,-9223372036317904896,AUDIT_SUCCESS,2,WARNING,1,Microsoft-Windows-GroupPolicy,be8a7de3-5fed-44ac-8d25-4a28e456bfac,0,0,0,105179,2576,7277,System,DESKTOP-RKJA15K,Robot,1255,,,215.113.101.255,28481,15702,5,Info,im_msvistalog,Application None performed an action.
2025-01-30 15:00:00,2025-01-30 15:00:29,2025-01-30,15,Thursday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,AUDIT_SUCCESS,3,INFO,53504,Microsoft-Windows-Windows Firewall With Advanced Security,dbc152cf-368f-4054-ab61-524cafac7d08,0,0,0,430458,2742,8736,Application,NT AUTHORITY,doris,8265,User,,53.31.21.197,13808,16767,5,Info,im_msvistalog,Application None performed an action.
2025-01-15 11:00:00,2025-01-15 11:00:03,2025-01-15,11,Wednesday,Jan-2025,DESKTOP-RKJA15K,-9223372036854774272,INFO,2,DEBUG,4907,Microsoft-Windows-Kernel-ShimEngine,3b0092ca-7c6c-492d-b880-04f0ff1233ab,0,0,0,174255,5191,1192,Microsoft-Windows-PushNotification-Platform/Operational,,doris,6334,,,108.1.124.150,29170,39076,9,Info,im_msvistalog,Application svchost.exe performed an action.
2025-02-24 12:00:00,2025-02-24 12:00:13,2025-02-24,12,Monday,Feb-2025,DESKTOP-RKJA15K,-9223372036854775808,ERROR,3,DEBUG,10000,Microsoft-Windows-RestartManager,0c3d79ee-54b2-475b-affe-053664e7d650,0,12548,0,279843,9000,7264,Microsoft-Windows-Diagnosis-PCW/Operational,NT AUTHORITY,Robot,3811,User,,190.28.50.224,29211,84532,3,Info,im_msvistalog,Application svchost.exe performed an action.
2025-02-21 09:00:00,2025-02-21 09:00:23,2025-02-21,9,Friday,Feb-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,2,INFO,4799,Microsoft-Windows-LiveId,0329a35a-9aba-458d-b460-1882650f4b02,0,0,0,124889,9351,2987,Security,NT AUTHORITY,Robot,4890,User,,203.42.140.252,27315,25138,6,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-01-27 17:00:00,2025-01-27 17:00:27,2025-01-27,17,Monday,Jan-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,3,INFO,9652,Microsoft-Windows-Bits-Client,f3e824ba-6afe-43c2-8893-9764c289bee1,0,12290,0,844594,4357,1297,Microsoft-Windows-Store/Operational,NT AUTHORITY,Robot,2724,,,150.144.149.153,25634,60057,9,Start,im_msvistalog,Application opera.exe performed an action.
2025-01-15 14:00:00,2025-01-15 14:00:26,2025-01-15,14,Wednesday,Jan-2025,DESKTOP-RKJA15K,-9214364837600034816,INFO,2,INFO,4688,Microsoft-Windows-Shell-Core,11ad4282-cdaa-44cb-88fe-04e327d4f031,3,13824,0,226350,5351,6870,Microsoft-Windows-Bits-Client/Operational,,Robot,2102,User,,190.129.141.172,63946,99657,3,Info,im_msvistalog,Application RuntimeBroker.exe performed an action.
2025-01-06 10:00:00,2025-01-06 10:00:28,2025-01-06,10,Monday,Jan-2025,DESKTOP-RKJA15K,36028797018963968,INFO,2,INFO,1257,Microsoft-Windows-GroupPolicy,c62e6186-4838-4437-a3df-20e9f16de8ca,0,1,1,983451,2944,1173,Microsoft-Windows-AppLocker/MSI and Script,,doris,3731,Well Known Group,,208.64.217.147,34665,29078,8,Info,im_msvistalog,Application services.exe performed an action.
2025-03-06 09:00:00,2025-03-06 09:00:03,2025-03-06,9,Thursday,Mar-2025,DESKTOP-RKJA15K,-9214364837600034816,VERBOSE,4,INFO,9,Microsoft-Windows-FilterManager,ab707367-0b8e-4bbc-81dc-8999a68e10f4,0,0,0,927452,5312,1743,Security,DESKTOP-RKJA15K,Robot,7949,Well Known Group,5,101.110.101.170,10466,70256,9,Info,im_msvistalog,Application opera.exe performed an action.
2025-02-11 13:00:00,2025-02-11 13:00:23,2025-02-11,13,Tuesday,Feb-2025,DESKTOP-RKJA15K,4611686018427387904,INFO,4,DEBUG,811,Netwtw06,378f8498-2731-4597-8900-25765f8e6497,0,0,0,639964,1703,2000,System,NT AUTHORITY,doris,1473,,196608,146.233.253.111,2863,49070,9,Info,im_msvistalog,Application chrome.exe performed an action.
2025-01-29 14:00:00,2025-01-29 14:00:19,2025-01-29,14,Wednesday,Jan-2025,DESKTOP-RKJA15K,576460752303423488,INFO,2,DEBUG,42,Netwtw06,f82ec31c-1c0f-441d-9c7e-aadb7ef28266,0,0,0,487183,2576,2901,Microsoft-Windows-Kernel-Cache/Operational,NT AUTHORITY,Robot,9059,User,,30.163.183.95,1220,14739,7,Info,im_msvistalog,Application opera.exe performed an action.
2025-02-18 09:00:00,2025-02-18 09:00:08,2025-02-18,9,Tuesday,Feb-2025,DESKTOP-RKJA15K,2306124492780339200,INFO,4,INFO,1011,MsiInstaller,f945e679-520a-4cf7-9f81-7636d8ea447e,0,0,0,890913,2281,4448,Microsoft-Windows-GroupPolicy/Operational,NT AUTHORITY,Robot,8957,User,,217.179.96.249,37388,76868,2,Info,im_msvistalog,Application winlogon.exe performed an action.
2025-02-04 12:00:00,2025-02-04 12:00:16,2025-02-04,12,Tuesday,Feb-2025,DESKTOP-RKJA15K,4611686018427388416,INFO,2,INFO,35,MsiInstaller,60b72647-30f5-4772-9d37-9f5c7933a377,0,8002,0,944894,7412,8521,Microsoft-Windows-Store/Operational,NT AUTHORITY,doris,3670,User,196608,45.236.229.191,20337,26453,9,Info,im_msvistalog,Application None performed an action.
2025-02-27 16:00:00,2025-02-27 16:00:05,2025-02-27,16,Thursday,Feb-2025,DESKTOP-RKJA15K,576460752303423488,INFO,2,WARNING,5379,Microsoft-Windows-Shell-Core,15092ebf-670a-4ebd-ba06-0e4ccdb53845,0,7,0,295316,3195,9836,Microsoft-Windows-WMI-Activity/Operational,,doris,1759,User,,199.167.63.3,44592,13951,6,Info,im_msvistalog,Application chrome.exe performed an action.
2025-02-17 13:00:00,2025-02-17 13:00:13,2025-02-17,13,Monday,Feb-2025,DESKTOP-RKJA15K,-9223372036854775808,AUDIT_SUCCESS,2,ERROR,10,Microsoft-Windows-Shell-Core,e339f2e9-872a-42e6-a92e-544fc11ac8f7,0,7,0,319234,8211,8991,System,NT AUTHORITY,doris,3631,User,,187.54.116.90,51656,52165,8,Start,im_msvistalog,Application opera.exe performed an action.
